Agent ID,Agent Name,Agent Type,taxonomy ID,txonomy level,Lineage,Agent properties,HAMAP,Viralzone,GOLD
Chlamydia pneumoniae N/S,Chlamydia pneumoniae N/S,Bacterium,83558,1,"[<a href=""/agents/56""> Chlamydia</a>, <a href=""/agents/57""> pneumoniae</a>, <a href=""/agents/58""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/18"">Obligate intracellular aerobic</a> </p>, <p> <a href=""/agentPropertyTypes/5"">Cell coat</a> : <a href=""/agentProperties/19"">Lacks peptidoglycan</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/3"">Nonmotile</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/20"">Pleomorphic</a> </p>]","
            -
		    ",,
Chlamydia trachomatis N/S,Chlamydia trachomatis N/S,Bacterium,813,1,"[<a href=""/agents/56""> Chlamydia</a>, <a href=""/agents/59""> trachomatis</a>, <a href=""/agents/60""> N/S</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/1"">Gram-negative</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/18"">Obligate intracellular aerobic</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/3"">Nonmotile</a> </p>, <p> <a href=""/agentPropertyTypes/5"">Cell coat</a> : <a href=""/agentProperties/19"">Lacks peptidoglycan</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/20"">Pleomorphic</a> </p>]","
            -
		    ",,
Clostridium,Clostridium,Bacterium,1485,0,"[<a href=""/agents/61""> Clostridium</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/5"">Gram-positive</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/21"">Obligate anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/22"">Rod-shaped</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/23"">Anaerobic</a> </p>]","
            -
		    ",,"[<p> <a href=""https://gold.jgi.doe.gov/organisms?id=28736"" target=""_new"">28736</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=28737"" target=""_new"">28737</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=28738"" target=""_new"">28738</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=44924"" target=""_new"">44924</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=44925"" target=""_new"">44925</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=44926"" target=""_new"">44926</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=44927"" target=""_new"">44927</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=44928"" target=""_new"">44928</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=44929"" target=""_new"">44929</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=44965"" target=""_new"">44965</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=44966"" target=""_new"">44966</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=44967"" target=""_new"">44967</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=44968"" target=""_new"">44968</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=44969"" target=""_new"">44969</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=44970"" target=""_new"">44970</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=44971"" target=""_new"">44971</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=45155"" target=""_new"">45155</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=104058"" target=""_new"">104058</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=104094"" target=""_new"">104094</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=104095"" target=""_new"">104095</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=104096"" target=""_new"">104096</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=105378"" target=""_new"">105378</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=105379"" target=""_new"">105379</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=105380"" target=""_new"">105380</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=105381"" target=""_new"">105381</a></p>]"
Clostridium botulinum,Clostridium botulinum,Bacterium,1491,0,"[<a href=""/agents/61""> Clostridium</a>, <a href=""/agents/62""> botulinum</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/5"">Gram-positive</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/21"">Obligate anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/22"">Rod-shaped</a> </p>]","
            CLOBO
		    ",,"[<p> <a href=""https://gold.jgi.doe.gov/organisms?id=4457"" target=""_new"">4457</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=33067"" target=""_new"">33067</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=33071"" target=""_new"">33071</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=98629"" target=""_new"">98629</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=98719"" target=""_new"">98719</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=98772"" target=""_new"">98772</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=98799"" target=""_new"">98799</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=98802"" target=""_new"">98802</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=98803"" target=""_new"">98803</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=98807"" target=""_new"">98807</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=98808"" target=""_new"">98808</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=101933"" target=""_new"">101933</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=106104"" target=""_new"">106104</a></p>, <p> <a href=""https://gold.jgi.doe.gov/organisms?id=106105"" target=""_new"">106105</a></p>]"
Clostridium botulinum N/S Neurotoxin type A,Clostridium botulinum N/S Neurotoxin type A,Toxin,1491,2,"[<a href=""/agents/61""> Clostridium</a>, <a href=""/agents/62""> botulinum</a>, <a href=""/agents/75""> N/S</a>, <a href=""/agents/76""> Neurotoxin type A</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/5"">Gram-positive</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/21"">Obligate anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/22"">Rod-shaped</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>]","
            -
		    ",,
Clostridium botulinum N/S Neurotoxin type B,Clostridium botulinum N/S Neurotoxin type B,Toxin,1491,2,"[<a href=""/agents/61""> Clostridium</a>, <a href=""/agents/62""> botulinum</a>, <a href=""/agents/77""> N/S</a>, <a href=""/agents/78""> Neurotoxin type B</a>]","[<p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/21"">Obligate anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/5"">Gram-positive</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/22"">Rod-shaped</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>]","
            -
		    ",,
Clostridium botulinum Serotype A,Clostridium botulinum Serotype A,Bacterium,36826,0,"[<a href=""/agents/61""> Clostridium</a>, <a href=""/agents/62""> botulinum</a>, <a href=""/agents/63""> Serotype A</a>]","[<p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/21"">Obligate anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/5"">Gram-positive</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/22"">Rod-shaped</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>]","
            -
		    ",,
Clostridium botulinum Serotype A Neurotoxin type A,Clostridium botulinum Serotype A Neurotoxin type A,Toxin,36826,0,"[<a href=""/agents/61""> Clostridium</a>, <a href=""/agents/62""> botulinum</a>, <a href=""/agents/63""> Serotype A</a>, <a href=""/agents/64""> Neurotoxin type A</a>]","[<p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/21"">Obligate anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/5"">Gram-positive</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/22"">Rod-shaped</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>]","
            -
		    ",,
Clostridium botulinum Serotype A Progenitor toxin type A,Clostridium botulinum Serotype A Progenitor toxin type A,Toxin,36826,0,"[<a href=""/agents/61""> Clostridium</a>, <a href=""/agents/62""> botulinum</a>, <a href=""/agents/63""> Serotype A</a>, <a href=""/agents/65""> Progenitor toxin type A</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/5"">Gram-positive</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/21"">Obligate anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/22"">Rod-shaped</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>]","
            -
		    ",,
Clostridium botulinum Serotype C,Clostridium botulinum Serotype C,Bacterium,36828,0,"[<a href=""/agents/61""> Clostridium</a>, <a href=""/agents/62""> botulinum</a>, <a href=""/agents/66""> Serotype C</a>]","[<p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/21"">Obligate anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/5"">Gram-positive</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/22"">Rod-shaped</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>]","
            -
		    ",,
Clostridium botulinum Serotype C Neurotoxin,Clostridium botulinum Serotype C Neurotoxin,Toxin,36828,1,"[<a href=""/agents/61""> Clostridium</a>, <a href=""/agents/62""> botulinum</a>, <a href=""/agents/66""> Serotype C</a>, <a href=""/agents/67""> Neurotoxin</a>]","[<p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/21"">Obligate anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/5"">Gram-positive</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/22"">Rod-shaped</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>]","
            -
		    ",,
Clostridium botulinum Serotype C Progenitor toxin type C,Clostridium botulinum Serotype C Progenitor toxin type C,Toxin,36828,0,"[<a href=""/agents/61""> Clostridium</a>, <a href=""/agents/62""> botulinum</a>, <a href=""/agents/66""> Serotype C</a>, <a href=""/agents/68""> Progenitor toxin type C</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/5"">Gram-positive</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/21"">Obligate anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/22"">Rod-shaped</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>]","
            -
		    ",,
"Clostridium botulinum Serotype D, OFD05 Neurotoxin","Clostridium botulinum Serotype D, OFD05 Neurotoxin",Toxin,1491,2,"[<a href=""/agents/61""> Clostridium</a>, <a href=""/agents/62""> botulinum</a>, <a href=""/agents/69""> Serotype D, OFD05</a>, <a href=""/agents/70""> Neurotoxin</a>]","[<p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/21"">Obligate anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/5"">Gram-positive</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/22"">Rod-shaped</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>]","
            -
		    ",,
Clostridium botulinum Serotype F,Clostridium botulinum Serotype F,Bacterium,36831,0,"[<a href=""/agents/61""> Clostridium</a>, <a href=""/agents/62""> botulinum</a>, <a href=""/agents/71""> Serotype F</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/5"">Gram-positive</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/21"">Obligate anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/22"">Rod-shaped</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>]","
            -
		    ",,
Clostridium botulinum Serotype F Neurotoxin F,Clostridium botulinum Serotype F Neurotoxin F,Toxin,36831,0,"[<a href=""/agents/61""> Clostridium</a>, <a href=""/agents/62""> botulinum</a>, <a href=""/agents/71""> Serotype F</a>, <a href=""/agents/72""> Neurotoxin F</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/5"">Gram-positive</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/21"">Obligate anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/22"">Rod-shaped</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>]","
            -
		    ",,
Clostridium botulinum Serotype G Neurotoxin,Clostridium botulinum Serotype G Neurotoxin,Toxin,1491,2,"[<a href=""/agents/61""> Clostridium</a>, <a href=""/agents/62""> botulinum</a>, <a href=""/agents/73""> Serotype G</a>, <a href=""/agents/74""> Neurotoxin</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/5"">Gram-positive</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/21"">Obligate anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/22"">Rod-shaped</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>]","
            -
		    ",,
Clostridium difficle VP 10463 Toxin A,Clostridium difficle VP 10463 Toxin A,Toxin,1485,3,"[<a href=""/agents/61""> Clostridium</a>, <a href=""/agents/79""> difficle</a>, <a href=""/agents/80""> VP 10463</a>, <a href=""/agents/81""> Toxin A</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/5"">Gram-positive</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/22"">Rod-shaped</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/23"">Anaerobic</a> </p>]","
            -
		    ",,
Clostridium perfringens N/S Delta toxin,Clostridium perfringens N/S Delta toxin,Toxin,1502,2,"[<a href=""/agents/61""> Clostridium</a>, <a href=""/agents/82""> perfringens</a>, <a href=""/agents/83""> N/S</a>, <a href=""/agents/84""> Delta toxin</a>]",,"
            -
		    ",,
Clostridium tetani N/S Tetanus neurotoxin,Clostridium tetani N/S Tetanus neurotoxin,Toxin,1513,2,"[<a href=""/agents/61""> Clostridium</a>, <a href=""/agents/85""> tetani</a>, <a href=""/agents/90""> N/S</a>, <a href=""/agents/91""> Tetanus neurotoxin</a>]","[<p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/21"">Obligate anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/5"">Gram-positive</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/22"">Rod-shaped</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>]","
            -
		    ",,
Clostridium tetani N/S Tetanus neurotoxin,Clostridium tetani N/S Tetanus neurotoxin,Toxin,1513,2,"[<a href=""/agents/61""> Clostridium</a>, <a href=""/agents/85""> tetani</a>, <a href=""/agents/92""> N/S</a>, <a href=""/agents/93""> Tetanus neurotoxin</a>]","[<p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/21"">Obligate anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/5"">Gram-positive</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/22"">Rod-shaped</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>]","
            -
		    ",,
Clostridium tetani N/S Tetanus neurotoxin,Clostridium tetani N/S Tetanus neurotoxin,Toxin,1513,2,"[<a href=""/agents/61""> Clostridium</a>, <a href=""/agents/85""> tetani</a>, <a href=""/agents/94""> N/S</a>, <a href=""/agents/95""> Tetanus neurotoxin</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/5"">Gram-positive</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/21"">Obligate anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/22"">Rod-shaped</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>]","
            -
		    ",,
Clostridium tetani N/S Tetanus neurotoxin,Clostridium tetani N/S Tetanus neurotoxin,Toxin,1513,2,"[<a href=""/agents/61""> Clostridium</a>, <a href=""/agents/85""> tetani</a>, <a href=""/agents/86""> N/S</a>, <a href=""/agents/87""> Tetanus neurotoxin</a>]","[<p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/5"">Gram-positive</a> </p>, <p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/21"">Obligate anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/22"">Rod-shaped</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>]","
            -
		    ",,
Clostridium tetani N/S Tetanus neurotoxin,Clostridium tetani N/S Tetanus neurotoxin,Toxin,1513,2,"[<a href=""/agents/61""> Clostridium</a>, <a href=""/agents/85""> tetani</a>, <a href=""/agents/88""> N/S</a>, <a href=""/agents/89""> Tetanus neurotoxin</a>]","[<p> <a href=""/agentPropertyTypes/2"">Metabolism</a> : <a href=""/agentProperties/21"">Obligate anaerobic</a> </p>, <p> <a href=""/agentPropertyTypes/1"">Gram-stain</a> : <a href=""/agentProperties/5"">Gram-positive</a> </p>, <p> <a href=""/agentPropertyTypes/4"">Morphology</a> : <a href=""/agentProperties/22"">Rod-shaped</a> </p>, <p> <a href=""/agentPropertyTypes/3"">Motility</a> : <a href=""/agentProperties/13"">Flagellated</a> </p>]","
            -
		    ",,
